عبارت,فرکانس کل,تعداد پرونده‌ی متمایز,دسته‌ی پیشنهادی,نزدیک‌ترین واژه‌ی موجود (امتیاز),پیشنهاد نهایی
این دادنامه,58,53,object,دادخواست (0.68),واژه‌ی جدید
بسیار,64,53,concept,عده (0.61),واژه‌ی جدید
هدف,68,53,concept,مقصود (0.65),واژه‌ی جدید
من در,69,53,concept,شخص (0.64),واژه‌ی جدید
سپس به,58,53,concept,به‌محکومیت (0.57),واژه‌ی جدید
اجبار,89,53,action,الزام (0.79),واژه‌ی جدید
شق,62,53,concept,شفعه (0.62),واژه‌ی جدید
عدم استحقاق,60,53,concept,عدم صلاحیت (0.85),واژه‌ی جدید
قیصری,54,53,concept,قهری (0.60),واژه‌ی جدید
تجدیدنظرخوانده در,55,53,concept,قابل تجدیدنظر (0.80),واژه‌ی جدید
صورتیکه,60,53,principle,فقط در صورت (0.69),واژه‌ی جدید
در صورتیکه,60,53,principle,فقط در صورتی که (0.81),واژه‌ی جدید
از بند,61,53,action,خروج از زندان (0.75),واژه‌ی جدید
اعمال حق,85,53,concept,حق (0.75),واژه‌ی جدید
تجدیدنظر تهران,58,53,concept,تجدیدنظر (0.81),واژه‌ی جدید
خود باقی,57,53,concept,خودآگاهی (0.66),واژه‌ی جدید
از بین,71,53,concept,معدوم (0.64),واژه‌ی جدید
درخواست رسیدگی,67,53,action,رسیدگی (0.86),واژه‌ی جدید
در برابر,63,53,concept,لامقابل (0.70),واژه‌ی جدید
صادرکننده رأی,59,53,role,صادرکننده (0.75),واژه‌ی جدید
موضوع در,56,53,concept,خارج از موضوع (0.74),واژه‌ی جدید
سنوات,65,53,concept,عده (0.63),واژه‌ی جدید
دستور زوج,91,53,object,دستور (0.77),واژه‌ی جدید
را بذل,90,53,action,بذل (0.82),واژه‌ی جدید
در حضور,65,53,action,عدم حضور (0.70),واژه‌ی جدید
آن‌ها,111,53,role,اهل (0.61),واژه‌ی جدید
استوار می‌نماید,54,53,principle,ثبات (0.65),واژه‌ی جدید
نود,68,53,role,جد (0.59),واژه‌ی جدید
تنظیم گردیده,63,53,action,تنظیم (0.75),واژه‌ی جدید
نمی‌باشد زیرا,54,53,action,عدم حضور (0.63),واژه‌ی جدید
بیمارستان,111,53,concept,شرکت (0.69),واژه‌ی جدید
ماه پس,54,53,action,زیر پا گذاشتن (0.53),واژه‌ی جدید
ششم دادگاه,76,53,action,ورود به دادگاه (0.60),واژه‌ی جدید
شهرری,104,53,concept,قهری (0.61),واژه‌ی جدید
محدوده,79,52,action,تعیین حدود (0.70),واژه‌ی جدید
برداری,93,52,action,گرفتن (0.62),واژه‌ی جدید
دعوی از,56,52,concept,دعوی (0.85),واژه‌ی جدید
اساسا,73,52,concept,فرض (0.63),واژه‌ی جدید
اشکال قانونی,53,52,concept,خلاف قانونی (0.75),واژه‌ی جدید
پنج سال,80,52,concept,خمس (0.69),واژه‌ی جدید
موکول,63,52,action,نکول (0.72),واژه‌ی جدید
مابه التفاوت,82,52,concept,تمایز (0.74),واژه‌ی جدید
خواهی به,54,52,object,طلب (0.69),واژه‌ی جدید
را قابل,53,52,concept,قابل اجرا بودن (0.65),واژه‌ی جدید
مطروح,59,52,object,ماترک (0.53),واژه‌ی جدید
توصیف,69,52,action,ارزیابی (0.73),واژه‌ی جدید
که خانم,61,52,concept,شخص (0.60),واژه‌ی جدید
اوصاف,62,52,concept,احوال (0.65),واژه‌ی جدید
استرداد ثمن,117,52,action,استرداد (0.84),واژه‌ی جدید
به مازاد,70,52,object,تبصره (0.67),واژه‌ی جدید
صادر گردید,58,52,action,صادر کردن گواهی (0.72),واژه‌ی جدید
حقوق خود,61,52,concept,حقوق (0.84),واژه‌ی جدید
وارد می,55,52,action,ورود اطلاعات (0.74),واژه‌ی جدید
نیازی به,69,52,concept,نیاز (0.74),واژه‌ی جدید
زندگی با,63,52,concept,حق زندگی (0.60),واژه‌ی جدید
به کلیه,53,52,object,کلیه (0.81),واژه‌ی جدید
های مذکور,60,52,role,اشخاص حقیقی (0.65),واژه‌ی جدید
مدرکیه,68,52,object,مدرک (0.74),واژه‌ی جدید
دردادگاه,52,52,action,طی روند دادرسی (0.78),واژه‌ی جدید
موضوعه بوده,54,52,role,موصی له (0.66),واژه‌ی جدید
واخواسته,82,52,action,واخواست (0.89),alias پیشنهادی برای «واخواست»
اینکه برابر,63,52,principle,طبق قانون (0.66),واژه‌ی جدید
نظم,84,52,concept,نظم عمومی (0.74),واژه‌ی جدید
ابلاغ رای,69,52,object,رای مشورتی (0.78),واژه‌ی جدید
استدلال به,64,52,action,استدلال (0.90),alias پیشنهادی برای «استدلال»
متعهد به,62,52,concept,وفاء به عهد (0.82),واژه‌ی جدید
ویا,63,52,action,واخواست (0.59),واژه‌ی جدید
به محل,64,52,object,محل (0.84),واژه‌ی جدید
قرارداد را,71,52,object,قرارداد (0.83),واژه‌ی جدید
جهت انجام,56,52,principle,طبق قانون (0.68),واژه‌ی جدید
بناء,60,52,action,تأسیس (0.68),واژه‌ی جدید
طبق دادنامه,66,52,principle,طبق قانون (0.80),واژه‌ی جدید
را پذیرفته,56,52,action,پذیرش (0.77),واژه‌ی جدید
دقت در,55,52,principle,احتیاط (0.78),واژه‌ی جدید
از طرح,58,52,action,پیشنهاد (0.65),واژه‌ی جدید
متعاقب آن,52,52,action,مرافقه (0.63),واژه‌ی جدید
کس,58,52,role,کمیته (0.59),واژه‌ی جدید
قرار استماع,56,52,object,جلسه (0.71),واژه‌ی جدید
اضافه نموده,60,52,object,تبصره (0.72),واژه‌ی جدید
پرونده استنادی,86,52,object,پرونده (0.81),واژه‌ی جدید
در باب,71,52,concept,خارج از موضوع (0.67),واژه‌ی جدید
شوهرم,95,52,concept,ازدواج (0.67),واژه‌ی جدید
جسمانی,75,52,concept,جزای بدنی (0.67),واژه‌ی جدید
توسط زوجه,64,52,principle,طبق قانون (0.64),واژه‌ی جدید
تجدیدنظرخواهی تجدیدنظرخواه,57,52,concept,تجدیدنظر (0.79),واژه‌ی جدید
نداشتن,68,52,action,عدم حضور (0.75),واژه‌ی جدید
واخوانده,108,52,action,واخواست (0.63),واژه‌ی جدید
تا زمانی,63,52,concept,مؤجل (0.63),واژه‌ی جدید
قمری,65,52,concept,قهری (0.57),واژه‌ی جدید
به سه,70,52,concept,ثلث (0.67),واژه‌ی جدید
سالگی,73,52,role,کودک (0.58),واژه‌ی جدید
صفت,128,52,concept,صفت حقوقی (0.81),واژه‌ی جدید
از آنان,57,52,role,اهل (0.60),واژه‌ی جدید
تهران از,55,52,concept,خارج از موضوع (0.55),واژه‌ی جدید
خواهان دلیلی,56,52,object,طلب (0.75),واژه‌ی جدید
تشخیص به,54,52,action,کشف جرم (0.65),واژه‌ی جدید
خوف,77,52,concept,خطر (0.70),واژه‌ی جدید
معوقه از,75,52,concept,منقطع (0.74),واژه‌ی جدید
سند سجلی,113,52,object,سند وقفی (0.78),واژه‌ی جدید
دایر به,61,51,role,مباشر (0.67),واژه‌ی جدید
طول زندگی,59,51,concept,حق زندگی (0.63),واژه‌ی جدید
ان با,66,51,principle,طبق قانون (0.57),واژه‌ی جدید
وکیل خود,57,51,role,وکیل (0.82),واژه‌ی جدید
در مراحل,56,51,action,طی مراحل قانونی (0.72),واژه‌ی جدید
به نمایندگی,54,51,role,نماینده (0.78),واژه‌ی جدید
حالی است,58,51,concept,احوال (0.65),واژه‌ی جدید
حسب دادنامه,65,51,principle,طبق قانون (0.77),واژه‌ی جدید
ما بین,74,51,action,طی تفاهم (0.61),واژه‌ی جدید
ارسال نموده,59,51,action,طی نامه (0.67),واژه‌ی جدید
عامل,95,51,role,معامل (0.68),واژه‌ی جدید
اعتقاد,58,51,concept,ایمان (0.79),واژه‌ی جدید
موجب قرارداد,53,51,object,قرارداد (0.76),واژه‌ی جدید
نامه به,60,51,action,طی نامه (0.77),واژه‌ی جدید
به قرارداد,56,51,object,قرارداد (0.85),واژه‌ی جدید
حقیقی,83,51,concept,شخصیت حقیقی (0.69),واژه‌ی جدید
کتاب,93,51,object,کتاب قانون (0.77),واژه‌ی جدید
صندوق,79,51,object,صندوق بیمه (0.80),واژه‌ی جدید
وفق موازین,52,51,principle,طبق قانون (0.74),واژه‌ی جدید
متهم در,103,51,role,متهم (0.91),alias پیشنهادی برای «متهم»
حمیدرضا,59,51,concept,دادرسی (0.48),واژه‌ی جدید
می شوند,57,51,action,حصول (0.62),واژه‌ی جدید
ازدادنامه,58,51,object,اظهارنامه (0.66),واژه‌ی جدید
دعوای تجدیدنظرخواه,54,51,concept,تجدیدنظر (0.76),واژه‌ی جدید
به دیگری,65,51,object,موصى به (0.69),واژه‌ی جدید
شرح متن,54,51,role,مضمون (0.70),واژه‌ی جدید
پارکینگ,137,51,object,شوارع (0.68),واژه‌ی جدید
در دستور,57,51,object,دستور (0.81),واژه‌ی جدید
به موارد,55,51,object,موصى به (0.67),واژه‌ی جدید
لازم است,58,51,concept,لازمه (0.80),واژه‌ی جدید
صادر نگردیده,52,51,concept,مؤجل (0.67),واژه‌ی جدید
موعد مقرر,71,51,concept,زمان اجرا (0.71),واژه‌ی جدید
تاخیر در,91,51,concept,تأخیر (0.92),alias پیشنهادی برای «تأخیر»
توجیه قانونی,54,51,object,دلایل توجیهی (0.83),واژه‌ی جدید
خواهر,99,51,object,پروانه (0.59),واژه‌ی جدید
کنار,64,51,concept,عطف (0.57),واژه‌ی جدید
آن بوده,52,51,role,صاحب‌حق (0.60),واژه‌ی جدید
رأی مذکور,52,51,object,رأی (0.78),واژه‌ی جدید
سردفتر,87,51,object,دفترخانه (0.69),واژه‌ی جدید
قانونی با,55,51,principle,قانونی (0.90),alias پیشنهادی برای «قانونی»
مرجوع,61,51,action,رجوع (0.64),واژه‌ی جدید
تشکیلات,90,51,action,تنظیم (0.67),واژه‌ی جدید
سال قبل,61,51,concept,شخص (0.60),واژه‌ی جدید
پذیر,60,51,action,پذیرش (0.73),واژه‌ی جدید
طرفین پرونده,56,51,role,اصحاب دعوی (0.74),واژه‌ی جدید
حدی نیست,52,51,concept,حد (0.72),واژه‌ی جدید
فرع بر,63,51,object,فرع ملک (0.72),واژه‌ی جدید
حیات,68,51,concept,حق زندگی (0.65),واژه‌ی جدید
معترض‌عنه را,58,51,action,اعتراض (0.75),واژه‌ی جدید
ثابت شود,65,51,concept,ثبوت (0.80),واژه‌ی جدید
نزدیک,61,51,concept,قرابت (0.75),واژه‌ی جدید
عبارت است,54,51,concept,صراحت (0.67),واژه‌ی جدید
جسمی,93,51,concept,جزای بدنی (0.70),واژه‌ی جدید
بر نقض,51,51,action,نقض (0.88),alias پیشنهادی برای «نقض»
درگیری,96,51,concept,خشونت (0.77),واژه‌ی جدید
ضمن احراز,52,51,principle,طبق قانون (0.74),واژه‌ی جدید
ردّ اعتراض,56,51,concept,حق اعتراض (0.83),واژه‌ی جدید
بابت اجرت,66,51,concept,اجرت (0.84),واژه‌ی جدید
انجام تعهدات,79,50,concept,ایجاد تعهد (0.89),alias پیشنهادی برای «ایجاد تعهد»
دادخواستی بخواسته,52,50,object,دادخواست (0.83),واژه‌ی جدید
طی تشریفات,58,50,action,طی آگهی (0.74),واژه‌ی جدید
تعیین میزان,54,50,action,تعیین حدود (0.77),واژه‌ی جدید
بعمل نیاورده,53,50,concept,غیرقابل اعمال (0.69),واژه‌ی جدید
اعتراض نموده,56,50,action,اعتراض (0.88),alias پیشنهادی برای «اعتراض»
با مهریه,67,50,object,ارثیه (0.66),واژه‌ی جدید
فرجامخواهی نموده,56,50,action,فرجام (0.64),واژه‌ی جدید
دیگری به,58,50,concept,خارج از موضوع (0.67),واژه‌ی جدید
بنابر این,59,50,principle,طبق قانون (0.67),واژه‌ی جدید
تسهیلات,182,50,concept,قرض (0.76),واژه‌ی جدید
از شرکت,77,50,concept,شرکت (0.81),واژه‌ی جدید
انعقاد قرارداد,73,50,object,قرارداد (0.85),واژه‌ی جدید
آن دادگاه,56,50,concept,نظر دادگاه (0.72),واژه‌ی جدید
در ماده,59,50,principle,طبق قانون (0.70),واژه‌ی جدید
کنون,58,50,object,پروانه (0.55),واژه‌ی جدید
تا کنون,58,50,concept,پیشرفت (0.57),واژه‌ی جدید
انتقال ملک,80,50,action,فروش ملک ورثه‌ای (0.72),واژه‌ی جدید
به پنجاه,62,50,concept,خمس (0.73),واژه‌ی جدید
بوده در,50,50,role,موقوف علیه (0.60),واژه‌ی جدید
بیحقی خواهان,56,50,concept,بی‌تکلیفی (0.69),واژه‌ی جدید
داری,67,50,action,داوری (0.62),واژه‌ی جدید
نظر قرار,59,50,action,قرار (0.83),واژه‌ی جدید
موفق,59,50,concept,توافق (0.64),واژه‌ی جدید
وپرداخت,66,50,action,پرداخت (0.76),واژه‌ی جدید
کننده رأی,58,50,object,رأی (0.82),واژه‌ی جدید
نشدن,71,50,concept,ناتوانی (0.66),واژه‌ی جدید
اول در,61,50,role,مباشر (0.58),واژه‌ی جدید
این ماده,62,50,concept,شخص (0.62),واژه‌ی جدید
پرونده برای,58,50,object,پرونده (0.83),واژه‌ی جدید
ضربه شلاق,94,50,concept,خشونت (0.67),واژه‌ی جدید
از رای,65,50,object,رأی (0.79),واژه‌ی جدید
کارشناسی در,58,50,concept,نظریه کارشناسی (0.73),واژه‌ی جدید
شرکت در,76,50,action,شرکت در مزایده (0.82),واژه‌ی جدید
عباس,62,50,object,اعیان (0.53),واژه‌ی جدید
کیفری یک,148,50,concept,گروه کیفری (0.71),واژه‌ی جدید
پی,59,50,role,پیک (0.74),واژه‌ی جدید
